ClientId,Period,PlanId,PlanName,FormularyId,FormularyName,ControllerId,ControllerName,Channel,PlanType,PBMId,PBMName
13104,202112,69384,Blue MedicareRx Essential,60709,BCBS Arizona Blue MedicareRx,18103,"Blue Cross Blue Shield of Arizona, Inc.",Medicare Part D,PDP,884,CVS Caremark RX
13104,202112,69385,Blue Medicare Advantage Standard,59334,BlueMedicare Advantage,18103,"Blue Cross Blue Shield of Arizona, Inc.",Medicare Part D,MA-PD,60208,"MedImpact Healthcare Systems, Inc."
13104,202112,69388,EmblemHealth VIP Rx Saver,59189,EmblemHealth Medicare HMO and PDP,60214,"EmblemHealth, Inc.",Medicare Part D,MA-PD,65113,EmblemHealth Pharmacy Benefit Services
13104,202112,69389,EmblemHealth VIP Part B Saver,59189,EmblemHealth Medicare HMO and PDP,60214,"EmblemHealth, Inc.",Medicare Part D,MA-PD,65113,EmblemHealth Pharmacy Benefit Services
13104,202112,69390,EmblemHealth VIP Go ,59189,EmblemHealth Medicare HMO and PDP,60214,"EmblemHealth, Inc.",Medicare Part D,MA-PD,65113,EmblemHealth Pharmacy Benefit Services
13104,202112,69391,ConnectiCare Choice Dual SNP,63996,ConnectiCare Choice Dual,60214,"EmblemHealth, Inc.",Medicare Part D,MA-PD,7504,Express Scripts PBM
13104,202112,69392,ConnectiCare Choice Plan 3 ,59708,ConnectiCare Medicare Advantage,60214,"EmblemHealth, Inc.",Medicare Part D,MA-PD,7504,Express Scripts PBM
13104,202112,69393,PacificSource Medicare Essentials Rx 36,59313,PacificSource Medicare,60218,PacificSource Health Plan,Medicare Part D,MA-PD,884,CVS Caremark RX
13104,202112,69394,PacificSource Medicare MyCare Rx 33,59313,PacificSource Medicare,60218,PacificSource Health Plan,Medicare Part D,MA-PD,884,CVS Caremark RX
13104,202112,69395,PacificSource Medicare MyCare Rx 34,59313,PacificSource Medicare,60218,PacificSource Health Plan,Medicare Part D,MA-PD,884,CVS Caremark RX
13104,202112,69396,PacificSource Medicare MyCare Rx 37,59313,PacificSource Medicare,60218,PacificSource Health Plan,Medicare Part D,MA-PD,884,CVS Caremark RX
13104,202112,69397,PacificSource Medicare MyCare Rx 38 ,59313,PacificSource Medicare,60218,PacificSource Health Plan,Medicare Part D,MA-PD,884,CVS Caremark RX
13104,202112,69398,PacificSource Medicare MyCare Rx 39,59313,PacificSource Medicare,60218,PacificSource Health Plan,Medicare Part D,MA-PD,884,CVS Caremark RX
13104,202112,69399,PacificSource Medicare MyCare Rx 40,59313,PacificSource Medicare,60218,PacificSource Health Plan,Medicare Part D,MA-PD,884,CVS Caremark RX
13104,202112,69400,Connected Care,63703,Connected Care MAPD and Golden State Senior Health Plan,60478,Golden State Medicare Health Plan,Medicare Part D,MA-PD,60208,"MedImpact Healthcare Systems, Inc."
13104,202112,69401,Health New England Medicare Select ,60344,Health New England Medicare,60479,"Health New England, Inc.",Medicare Part D,MA-PD,889,OptumRx
13104,202112,69402,Clover Health Choice Value,61013,Clover Health,69672,Clover Health,Medicare Part D,MA-PD,884,CVS Caremark RX
13104,202112,69405,Clover Health Value NJ,63717,Clover Health NJ,69672,Clover Health,Medicare Part D,MA-PD,884,CVS Caremark RX
13104,202112,69406,Clover Health Classic NJ,63717,Clover Health NJ,69672,Clover Health,Medicare Part D,MA-PD,884,CVS Caremark RX
13104,202112,69407,Clover Health Classic,61013,Clover Health,69672,Clover Health,Medicare Part D,MA-PD,884,CVS Caremark RX
13104,202112,69410,Centers Plan for Medicaid Advantage Plus SNP,62100,Centers Plan for Healthy Living Medicare SNP,63137,Centers Plan for Healthy Living,Medicare Part D,MA-PD,60208,"MedImpact Healthcare Systems, Inc."
13104,202112,69411,Regence MedAdvantage + Rx Primary Utah,61418,Regence BCBS of Utah MedAdvantage + Rx Classic + Rx Enhanced + Rx Primary,63149,Cambia Health Solutions,Medicare Part D,MA-PD,60243,Prime Therapeutics
13104,202112,69412,Regence MedAdvantage + Rx Primary Oregon,61415,Regence BCBS of Oregon BlueAdvantage/MedAdvantage,63149,Cambia Health Solutions,Medicare Part D,MA-PD,60243,Prime Therapeutics
13104,202112,69414,Kansas Health Advantage SNP,63574,Kansas Health Advantage,70055,American Health Plans,Medicare Part D,MA-PD,5997,Elixir PBM
13104,202112,69415,American Health Advantage of Tennessee SNP,63711,American Health Advantage of Tennessee,70055,American Health Plans,Medicare Part D,MA-PD,5997,Elixir PBM
13104,202112,69416,American Health Advantage of Oklahoma SNP,60502,American Health Advantage of Oklahoma,70055,American Health Plans,Medicare Part D,MA-PD,5997,Elixir PBM
13104,202112,69417,RiverSpring MAP SNP,61948,RiverSpring MAP,65787,RiverSpring Health Plans,Medicare Part D,MA-PD,61376,MeridianRx
13104,202112,69418,PruittHealth Premier NC SNP,61902,PruittHealth Premier North and South Carolina,65936,PruittHealth Corporation,Medicare Part D,MA-PD,60242,Navitus Health Solutions PBM
13104,202112,69419,PruittHealth Premier SC SNP,61902,PruittHealth Premier North and South Carolina,65936,PruittHealth Corporation,Medicare Part D,MA-PD,60242,Navitus Health Solutions PBM
13104,202112,69420,Provider Partners Illinois Advantage Plan (HMO SNP),63716,Provider Partners Illinois Advantage Plan,65938,Provider Partners Health Plan,Medicare Part D,MA-PD,5997,Elixir PBM
13104,202112,69422,MMM - PLATINUM SNP,63959,MMM Florida Platinum,66416,InnovaCare Health,Medicare Part D,MA-PD,884,CVS Caremark RX
13104,202112,69423,MMM - EXTRA,63957,MMM Florida Extra,66416,InnovaCare Health,Medicare Part D,MA-PD,884,CVS Caremark RX
13104,202112,69426,MMM Valor Platino,61166,"MMM Diamante, Completo, Valor, Relax, Grande, Conectado, PMC Premier Platino",66416,InnovaCare Health,Medicare Part D,MA-PD,884,CVS Caremark RX
13104,202112,69427,MMM Extra,64442,"MMM Supremo, Dinamico, Extra",66416,InnovaCare Health,Medicare Part D,MA-PD,884,CVS Caremark RX
13104,202112,69428,FHCP Medicare Flagler Advantage,59152,FHCP Medvantage/Premier,66456,Florida Health Care Plans,Medicare Part D,MA-PD,889,OptumRx
13104,202112,69429,NHC Advantage Gold SNP,63704,NHC Advantage Gold,66470,NHC Advantage,Medicare Part D,MA-PD,60242,Navitus Health Solutions PBM
13104,202112,69430,Bright Advantage Assist,63540,Bright Health Advantage,66689,Bright Health,Medicare Part D,MA-PD,5997,Elixir PBM
13104,202112,69431,Bright Advantage Choice,63540,Bright Health Advantage,66689,Bright Health,Medicare Part D,MA-PD,5997,Elixir PBM
13104,202112,69432,Bright Advantage Choice Plus,63540,Bright Health Advantage,66689,Bright Health,Medicare Part D,MA-PD,5997,Elixir PBM
13104,202112,69435,Bright Advantage Special Care SNP,63750,Bright Health Advantage Special Care,66689,Bright Health,Medicare Part D,MA-PD,5997,Elixir PBM
13104,202112,69440,Great Plains Medicare Advantage Gold NE SNP,63760,Great Plains Medicare Advantage Gold Nebraska,68121,Great Plains Medicare Advantage,Medicare Part D,MA-PD,60242,Navitus Health Solutions PBM
13104,202112,69441,Simpra Advantage DSNP ,63783,Simpra Advantage DSNP,68122,"SeniorSelect Partners, LLC",Medicare Part D,MA-PD,60242,Navitus Health Solutions PBM
13104,202112,69443,Liberty at Home SNP,63781,Liberty at Home SNP,68124,Liberty Advantage,Medicare Part D,MA-PD,60242,Navitus Health Solutions PBM
13104,202112,69448,Imperial Traditional,63573,"Imperial Health Traditional, Plus, Dynamic, and Dual",68125,Imperial Health Plan,Medicare Part D,MA-PD,5997,Elixir PBM
13104,202112,69451,DrMax,63691,Doctors HealthCare Plans,69171,Doctors HealthCare Plans Inc,Medicare Part D,MA-PD,2596,Magellan Rx Management
13104,202112,69452,DrPlus,63691,Doctors HealthCare Plans,69171,Doctors HealthCare Plans Inc,Medicare Part D,MA-PD,2596,Magellan Rx Management
13104,202112,69453,DrExtra,63691,Doctors HealthCare Plans,69171,Doctors HealthCare Plans Inc,Medicare Part D,MA-PD,2596,Magellan Rx Management
13104,202112,69454,DrCare SNP,63691,Doctors HealthCare Plans,69171,Doctors HealthCare Plans Inc,Medicare Part D,MA-PD,2596,Magellan Rx Management
13104,202112,69455,BayCarePlus Rewards,63695,BayCarePlus Medicare,69172,BayCare Health System,Medicare Part D,MA-PD,60208,"MedImpact Healthcare Systems, Inc."
13104,202112,69456,BayCarePlus Complete ,63695,BayCarePlus Medicare,69172,BayCare Health System,Medicare Part D,MA-PD,60208,"MedImpact Healthcare Systems, Inc."
13104,202112,69457,Longevity Health Plan SNP-NY,63762,Longevity Health Plan Medicare NY,69173,Longevity Health Plan,Medicare Part D,MA-PD,60242,Navitus Health Solutions PBM
13104,202112,69458,Longevity Health Plan SNP-IL,63763,Longevity Health Plan Medicare IL,69173,Longevity Health Plan,Medicare Part D,MA-PD,60242,Navitus Health Solutions PBM
13104,202112,69459,CarePartners of CT CareAdvantage Preferred,63761,CarePartners of Connecticut,69174,CarePartners of Connecticut,Medicare Part D,MA-PD,884,CVS Caremark RX
13104,202112,69460,CarePartners of CT CareAdvantage Premier,63761,CarePartners of Connecticut,69174,CarePartners of Connecticut,Medicare Part D,MA-PD,884,CVS Caremark RX
13104,202112,69461,CarePartners of CT CareAdvantage Prime,63761,CarePartners of Connecticut,69174,CarePartners of Connecticut,Medicare Part D,MA-PD,884,CVS Caremark RX
13104,202112,69462,SOLIS SPF 002 SNP,63774,Solis Health Plan,69175,Solis Health Plans,Medicare Part D,MA-PD,60242,Navitus Health Solutions PBM
13104,202112,69463,SOLIS SPF 001,63774,Solis Health Plan,69175,Solis Health Plans,Medicare Part D,MA-PD,60242,Navitus Health Solutions PBM
13104,202112,69464,Vitality Choice,63698,Vitality Health Plan of California Choice,69177,Vitality Health Plan of California,Medicare Part D,MA-PD,60208,"MedImpact Healthcare Systems, Inc."
13104,202112,69465,Vitality Plus,63966,Vitality Health Plan of California Plus,69177,Vitality Health Plan of California,Medicare Part D,MA-PD,60208,"MedImpact Healthcare Systems, Inc."
13104,202112,69467,Mutual of Omaha Rx Plus PDP,63765,Mutual of Omaha Rx Plus,69176,Mutual of Omaha Insurance,Medicare Part D,PDP,7504,Express Scripts PBM
13104,202112,69470,Valor Health Plan SNP,63714,Valor Health Plan,69178,Valor Health Plan,Medicare Part D,MA-PD,5997,Elixir PBM
13104,202112,69471,Steward Health Choice Generations SNP UT,63701,Health Choice Generations Utah,69179,Steward Health Care System,Medicare Part D,MA-PD,884,CVS Caremark RX
13104,202112,69473,Devoted Health Prime Palm Beach,63775,Devoted Health,69180,Devoted Health,Medicare Part D,MA-PD,884,CVS Caremark RX
13104,202112,69474,Devoted Health Prime Miami-Dade,63775,Devoted Health,69180,Devoted Health,Medicare Part D,MA-PD,884,CVS Caremark RX
13104,202112,69475,Devoted Health Prime Greater Tampa Bay,63775,Devoted Health,69180,Devoted Health,Medicare Part D,MA-PD,884,CVS Caremark RX
13104,202112,69477,Devoted Health Prime Broward,63775,Devoted Health,69180,Devoted Health,Medicare Part D,MA-PD,884,CVS Caremark RX
13104,202112,69482,Clear Spring Health Essential,63699,Clear Spring Health Essential,69181,Clear Spring Health,Medicare Part D,MA-PD,7504,Express Scripts PBM
13104,202112,69485,Clear Spring Health Essential Plus,63700,Clear Spring Health Essential Plus,69181,Clear Spring Health,Medicare Part D,MA-PD,7504,Express Scripts PBM
13104,202112,69487,Nascentia Medicaid Advantage Plus SNP,63734,Nascentia Health Plus,69183,"Nascentia Health, Inc.",Medicare Part D,MA-PD,5997,Elixir PBM
13104,202112,69488,Nascentia Dual Advantage SNP,63734,Nascentia Health Plus,69183,"Nascentia Health, Inc.",Medicare Part D,MA-PD,5997,Elixir PBM
13104,202112,69489,Nascentia Skilled Nursing Facility SNP,63734,Nascentia Health Plus,69183,"Nascentia Health, Inc.",Medicare Part D,MA-PD,5997,Elixir PBM
13104,202112,69493,NetResults A-Series Prescription Drug Guide,63681,Prime NetResults A Series,60243,Prime Therapeutics,Commercial,PBM Offering,60243,Prime Therapeutics
13104,202112,69494,NetResults F-Series Prescription Drug Guide,63682,Prime NetResults F Series,60243,Prime Therapeutics,Commercial,PBM Offering,60243,Prime Therapeutics
13104,202112,69495,Sanford Health Five Tier,63792,Sanford Health Plan Commercial 5 Tier,18139,Sanford Health Plan,Commercial,HMO,889,OptumRx
13104,202112,69496,Blue Shield of California Value PPO,63794,Blue Shield of California Value Formulary,7521,Blue Shield of California,Commercial,PPO,884,CVS Caremark RX
13104,202112,69497,Blue Shield of California Value HMO ,63794,Blue Shield of California Value Formulary,7521,Blue Shield of California,Commercial,HMO,884,CVS Caremark RX
13104,202112,69498,BCBS FEP Focus,63791,BCBS FEP Blue Focus,3396,Blue Cross Blue Shield Association Corporation,Commercial,Other Insurer,884,CVS Caremark RX
13104,202112,69499,Blue Cross Blue Shield of Illinois PPO Balanced,63795,BCBS of Illinois Balanced Formulary,3309,Health Care Service Corporation,Commercial,PPO,60243,Prime Therapeutics
13104,202112,69500,Blue Cross Blue Shield of Texas PPO Balanced  ,63797,BCBS of Texas Balanced Formulary,3309,Health Care Service Corporation,Commercial,PPO,60243,Prime Therapeutics
13104,202112,69501,Blue Cross Blue Shield of Oklahoma PPO Balanced  ,63796,BCBS of Oklahoma Balanced Formulary,3309,Health Care Service Corporation,Commercial,PPO,60243,Prime Therapeutics
13104,202112,69502,Blue Cross Blue Shield of Oklahoma HMO Balanced  ,63796,BCBS of Oklahoma Balanced Formulary,3309,Health Care Service Corporation,Commercial,HMO,60243,Prime Therapeutics
13104,202112,69503,Blue Cross Blue Shield of Illinois HMO Balanced  ,63795,BCBS of Illinois Balanced Formulary,3309,Health Care Service Corporation,Commercial,HMO,60243,Prime Therapeutics
13104,202112,69504,Blue Cross Blue Shield of Texas HMO Balanced  ,63797,BCBS of Texas Balanced Formulary,3309,Health Care Service Corporation,Commercial,HMO,60243,Prime Therapeutics
13104,202112,69505,Blue Cross Blue Shield of Montana HMO Balanced  ,63799,BCBS of Montana Balanced Formulary,3309,Health Care Service Corporation,Commercial,HMO,60243,Prime Therapeutics
13104,202112,69506,Blue Cross Blue Shield of Montana PPO Balanced  ,63799,BCBS of Montana Balanced Formulary,3309,Health Care Service Corporation,Commercial,PPO,60243,Prime Therapeutics
13104,202112,69507,Blue Cross Blue Shield of New Mexico HMO Balanced  ,63798,BCBS of New Mexico Balanced Formulary,3309,Health Care Service Corporation,Commercial,HMO,60243,Prime Therapeutics
13104,202112,69508,Blue Cross Blue Shield of New Mexico PPO Balanced  ,63798,BCBS of New Mexico Balanced Formulary,3309,Health Care Service Corporation,Commercial,PPO,60243,Prime Therapeutics
13104,202112,69510,HMSA Optimal HMO,63790,HMSA Optimal Prescription Formulary,5732,Hawaii Medical Service Association,Commercial,HMO,884,CVS Caremark RX
13104,202112,69511,HMSA Optimal PPO,63790,HMSA Optimal Prescription Formulary,5732,Hawaii Medical Service Association,Commercial,PPO,884,CVS Caremark RX
13104,202112,69512,UnitedHealthcare Access Four Tier HMO,63802,UnitedHealthcare Access Four Tier,3180,"UnitedHealth Group, Inc.",Commercial,HMO,889,OptumRx
13104,202112,69514,UnitedHealthcare Access Four Tier PPO,63802,UnitedHealthcare Access Four Tier,3180,"UnitedHealth Group, Inc.",Commercial,PPO,889,OptumRx
13104,202112,69515,GlobalHealth HMO,63805,GlobalHealth Standard Formulary,7526,"GlobalHealth, Inc.",Commercial,HMO,2596,Magellan Rx Management
13104,202112,69520,Humana Rx5 Plus HMO,63806,Humana Rx5 Plus,3169,"Humana, Inc.",Commercial,HMO,66445,Humana PBM
13104,202112,69521,Humana Rx5 Plus POS,63806,Humana Rx5 Plus,3169,"Humana, Inc.",Commercial,POS,66445,Humana PBM
13104,202112,69522,Humana Rx5 Plus PPO,63806,Humana Rx5 Plus,3169,"Humana, Inc.",Commercial,PPO,66445,Humana PBM
13104,202112,69523,Blue Shield of California Value POS,63794,Blue Shield of California Value Formulary,7521,Blue Shield of California,Commercial,POS,884,CVS Caremark RX
13104,202112,69524,BCBS of Rhode Island Flex PPO 6 Tier,63809,BCBS of Rhode Island Commercial 6 Tier Flex,7511,"Blue Cross Blue Shield of Rhode Island, Inc.",Commercial,PPO,60243,Prime Therapeutics
13104,202112,69526,SelectHealth RxSelect 3 Tier HMO,63810,SelectHealth RxSelect 3 Tier,3277,IHC Health Plans Corp,Commercial,HMO,65099,Scripius
13104,202112,69527,SelectHealth RxSelect 3 Tier POS,63810,SelectHealth RxSelect 3 Tier,3277,IHC Health Plans Corp,Commercial,POS,65099,Scripius
13104,202112,69529,UnitedHealthcare Oxford Health Plan Access 4 Tier HMO,63803,UnitedHealthcare Oxford Health Plan Access Four Tier,3180,"UnitedHealth Group, Inc.",Commercial,HMO,889,OptumRx
13104,202112,69531,UnitedHealthcare Oxford Health Plan Access 4 Tier PPO,63803,UnitedHealthcare Oxford Health Plan Access Four Tier,3180,"UnitedHealth Group, Inc.",Commercial,PPO,889,OptumRx
13104,202112,69532,UnitedHealthcare Oxford Health Plan Advantage 4 Tier HMO,63804,UnitedHealthcare Oxford Health Plan Advantage Four Tier,3180,"UnitedHealth Group, Inc.",Commercial,HMO,889,OptumRx
13104,202112,69534,UnitedHealthcare Oxford Health Plan Advantage 4 Tier PPO,63804,UnitedHealthcare Oxford Health Plan Advantage Four Tier,3180,"UnitedHealth Group, Inc.",Commercial,PPO,889,OptumRx
13104,202112,69536,Highmark Blue Cross Blue Shield of Delaware National Select HMO,63812,Highmark National Select Formulary,4818,"Highmark, Inc.",Commercial,HMO,7504,Express Scripts PBM
13104,202112,69537,Highmark Blue Cross Blue Shield of Delaware National Select PPO,63812,Highmark National Select Formulary,4818,"Highmark, Inc.",Commercial,PPO,7504,Express Scripts PBM
13104,202112,69538,Highmark Blue Cross Blue Shield National Select HMO,63812,Highmark National Select Formulary,4818,"Highmark, Inc.",Commercial,HMO,7504,Express Scripts PBM
13104,202112,69539,Highmark Blue Cross Blue Shield National Select PPO,63812,Highmark National Select Formulary,4818,"Highmark, Inc.",Commercial,PPO,7504,Express Scripts PBM
13104,202112,69540,Highmark Blue Cross Blue Shield of West Virginia National Select PPO,63812,Highmark National Select Formulary,4818,"Highmark, Inc.",Commercial,PPO,7504,Express Scripts PBM
13104,202112,69541,Quartz Health Solutions Standard POS,59976,Quartz Health Solutions Standard Four Tier,68389,Quartz Health Solutions,Commercial,POS,60208,"MedImpact Healthcare Systems, Inc."
13104,202112,69543,Scott & White Health Plan Value HMO,63813,SWHP Group Value,7497,Baylor Scott & White Health Plan,Commercial,HMO,889,OptumRx
13104,202112,69544,Scott & White Health Plan Value POS,63813,SWHP Group Value,7497,Baylor Scott & White Health Plan,Commercial,POS,889,OptumRx
13104,202112,69545,Scott & White Health Plan Value PPO,63813,SWHP Group Value,7497,Baylor Scott & White Health Plan,Commercial,PPO,889,OptumRx
13104,202112,69546,Scott & White Health Plan Choice HMO,63814,SWHP Group Choice,7497,Baylor Scott & White Health Plan,Commercial,HMO,889,OptumRx
13104,202112,69547,Scott & White Health Plan Choice POS,63814,SWHP Group Choice,7497,Baylor Scott & White Health Plan,Commercial,POS,889,OptumRx
13104,202112,69548,Scott & White Health Plan Choice PPO,63814,SWHP Group Choice,7497,Baylor Scott & White Health Plan,Commercial,PPO,889,OptumRx
13104,202112,69549,CVS Caremark Performance Standard Opt-Out w/ Advanced Specialty Control ,63811,CVS Caremark Performance Standard Opt Out w/ Advanced Specialty Control,70777,CVS Health (Aetna),Commercial,PBM Offering,884,CVS Caremark RX
13104,202112,69550,Arizona Complete Health Complete Care Plan,63822,Arizona Complete Health-Complete Care Plan,5702,Centene Corporation,Managed Medicaid,HMO - Medicaid,6337,Envolve Pharmacy Solutions
13104,202112,69551,Molina Complete Care of Arizona ACC,63816,Molina Complete Care of Arizona,6149,"Molina Health Care, Inc.",Managed Medicaid,HMO - Medicaid,2596,Magellan Rx Management
13104,202112,69552,Molina Complete Care of Virginia - Medallion 4.0,63828,Molina Complete Care of Virginia,6149,"Molina Health Care, Inc.",Managed Medicaid,HMO - Medicaid,2596,Magellan Rx Management
13104,202112,69553,Vivida Health MMA,63817,Vivida Health Plan,63607,State of Florida,Managed Medicaid,HMO - Medicaid,884,CVS Caremark RX
13104,202112,69554,Aetna Better Health of Kansas - KanCare,63826,Aetna Better Health of KanCare,63616,State of Kansas,Managed Medicaid,HMO - Medicaid,884,CVS Caremark RX
13104,202112,69555,"Health Colorado, Inc. RAE4",59595,Colorado State Medicaid,63604,State of Colorado,State Medicaid,State Medicaid,2596,Magellan Rx Management
13104,202112,69556,Western Sky Community Care Centennial Care,63821,Western Sky Community Care Centennial Care,5702,Centene Corporation,Managed Medicaid,HMO - Medicaid,6337,Envolve Pharmacy Solutions
13104,202112,69557,Kaiser Permanente Medi-Cal,63823,Kaiser Permanente Medi-Cal Managed Care,3171,"Kaiser Foundation Health Plans, Inc.",Managed Medicaid,HMO - Medicaid,60208,"MedImpact Healthcare Systems, Inc."
13104,202112,69559,Mercy Health System BadgerCare Plus,63824,Mercy Care Health Plan BadgerCare Plus,63649,State of Wisconsin,Managed Medicaid,HMO - Medicaid,6189,Gainwell Technologies
13104,202112,69560,Molina Healthcare of MississippiCAN,63820,Molina Healthcare of MississippiCAN,63624,State of Mississippi,Managed Medicaid,HMO - Medicaid,884,CVS Caremark RX
13104,202112,69561,Northeast Health Partners RAE2,59595,Colorado State Medicaid,63604,State of Colorado,State Medicaid,State Medicaid,2596,Magellan Rx Management
13104,202112,69562,UnitedHealthcare Community Plan of Virginia Medallion 4.0,63825,UnitedHealthcare Community Plan of Virginia Medallion 4.0,3180,"UnitedHealth Group, Inc.",Managed Medicaid,HMO - Medicaid,889,OptumRx
13104,202112,69564,Chinese Community Health Plan HDHP HIX,61128,Chinese Community Health Plan HIX,7410,Chinese Community Health Plan Corporation,Health Exchange,HDHP-HIX,60208,"MedImpact Healthcare Systems, Inc."
13104,202112,69565,Florida Blue Health Plan ValueScript HMO-HIX ,63842,Florida Blue ValueScript Rx HIX,69720,Florida Blue,Health Exchange,HMO-HIX,60243,Prime Therapeutics
13104,202112,69566,Health First Advent Health Advantage HMO HIX,63843,Health First Advent Health HIX,5806,"Health First, Inc. Florida",Health Exchange,HMO-HIX,889,OptumRx
13104,202112,69567,Oscar FL PPO HIX,63855,Oscar FL HIX,63146,Oscar Insurance,Health Exchange,PPO-HIX,884,CVS Caremark RX
13104,202112,69568,Simply HealthCare FL Healthy Kids,63871,Simply HealthCare FL Healthy Kids,3181,"Anthem, Inc.",Managed Medicaid,HMO - Medicaid,69652,IngenioRx
13104,202112,69570,Mennonite Health Plan (PSM),63870,Mennonite Health Plan (PSM),63836,Commonwealth of Puerto Rico,Managed Medicaid,HMO - Medicaid,62490,Abarca Health
13104,202112,69571,FirstCare Health Plans HDHP HIX,61229,FirstCare Health Plans Essential Health Benefits Formulary (HIX),7497,Baylor Scott & White Health Plan,Health Exchange,HDHP-HIX,889,OptumRx
13104,202112,69572,IdealCare by Sendero Health Plans HDHP HIX,61237,IdealCare from Sendero Health Plans,62439,Central Health,Health Exchange,HDHP-HIX,60242,Navitus Health Solutions PBM
13104,202112,69576,Molina Healthcare Wisconsin HMO HIX,63848,Molina Healthcare of Wisconsin HIX,6149,"Molina Health Care, Inc.",Health Exchange,HMO-HIX,884,CVS Caremark RX
13104,202112,69577,Ambetter Arizona Complete Health HMO HIX,63836,Ambetter Arizona Complete Health HIX,5702,Centene Corporation,Health Exchange,HMO-HIX,6337,Envolve Pharmacy Solutions
13104,202112,69578,Bright Health Arizona HMO HIX,63835,Bright Health Arizona HIX,66689,Bright Health,Health Exchange,HMO-HIX,5997,Elixir PBM
13104,202112,69579,Cigna Healthcare of Arizona HMO HIX,63846,Cigna Premier AZ 5-Tier HIX,3164,Cigna Corporation,Health Exchange,HMO-HIX,7504,Express Scripts PBM
13104,202112,69580,Oscar AZ HMO HIX,63860,Oscar AZ HIX,63146,Oscar Insurance,Health Exchange,HMO-HIX,884,CVS Caremark RX
13104,202112,69581,Wellmark Health Plan IA HMO HIX,64183,Wellmark Blue Rx Essentials,3394,"Wellmark, Inc.",Health Exchange,HMO-HIX,884,CVS Caremark RX
13104,202112,69582,Wellmark Health Plan IA HDHP HIX,64183,Wellmark Blue Rx Essentials,3394,"Wellmark, Inc.",Health Exchange,HDHP-HIX,884,CVS Caremark RX
13104,202112,69584,SelectHealth Idaho HDHP-HIX,60661,SelectHealth RxCore Idaho HIX,3277,IHC Health Plans Corp,Health Exchange,HDHP-HIX,65099,Scripius
13104,202112,69587,UnitedHealthcare MA PPO-HIX,63851,UnitedHealthcare MA 3 Tier HIX,3180,"UnitedHealth Group, Inc.",Health Exchange,PPO-HIX,889,OptumRx
13104,202112,69588,Allways Health Partners MA PPO HIX,63862,AllWays Health Partners MA HIX,60545,Allways Health Partners,Health Exchange,PPO-HIX,884,CVS Caremark RX
13104,202112,69590,Medica Health Plan MO PPO HIX,64170,Medica MN MO ND NE OK HIX,17790,Medica Health Plans,Health Exchange,PPO-HIX,7504,Express Scripts PBM
13104,202112,69591,Ambetter of North Carolina HMO HIX,63840,Ambetter of North Carolina HIX,5702,Centene Corporation,Health Exchange,HMO-HIX,6337,Envolve Pharmacy Solutions
13104,202112,69592,Sanford Health Plan ND PPO HIX,61397,Sanford Health Plan HIX,18139,Sanford Health Plan,Health Exchange,PPO-HIX,889,OptumRx
13104,202112,69593,Medica Health Plans ND HMO HIX,64170,Medica MN MO ND NE OK HIX,17790,Medica Health Plans,Health Exchange,HMO-HIX,7504,Express Scripts PBM
13104,202112,69594,Harvard Pilgrim ME Value 5 Tier HMO HIX,63844,Harvard Pilgrim Value Formulary 5 Tier,3343,"Harvard Pilgrim Healthcare, Inc.",Health Exchange,HMO-HIX,889,OptumRx
13104,202112,69595,Medica Health Plans OK PPO HIX,64170,Medica MN MO ND NE OK HIX,17790,Medica Health Plans,Health Exchange,PPO-HIX,7504,Express Scripts PBM
13104,202112,69596,Providence Health Plan Formulary N OR PPO HIX,64550,Providence Health Plan Formulary N,7437,Providence Health System,Health Exchange,PPO-HIX,66417,Providence Health Plan PBM
13104,202112,69598,Blue Cross Blue Shield of Rhode Island HDHP-HIX,62118,Blue Cross Blue Shield of Rhode Island HIX,7511,"Blue Cross Blue Shield of Rhode Island, Inc.",Health Exchange,HDHP-HIX,60243,Prime Therapeutics
13104,202112,69599,Geisinger Health Plan PPO-HIX ,61233,Geisinger Marketplace Formulary,3366,Geisinger Health System Corporation,Health Exchange,PPO-HIX,7237,PerformRx
13104,202112,69600,Ambetter PA Health and Wellness HMO HIX,63837,Ambetter PA Health and Wellness HIX,5702,Centene Corporation,Health Exchange,HMO-HIX,6337,Envolve Pharmacy Solutions
13104,202112,69601,Ambetter Absolute Total Care of SC HMO HIX ,63838,Ambetter Absolute Total Care HIX,5702,Centene Corporation,Health Exchange,HMO-HIX,6337,Envolve Pharmacy Solutions
13104,202112,69602,Avera Health Plans HMO-HIX,61428,Avera Health Plan SD HIX,17162,Avera Health,Health Exchange,HMO-HIX,884,CVS Caremark RX
13104,202112,69604,Sanford Health Plan SD PPO HIX,61397,Sanford Health Plan HIX,18139,Sanford Health Plan,Health Exchange,PPO-HIX,889,OptumRx
13104,202112,69605,Ambetter of Tennessee PPO HIX,63839,Ambetter of TN HIX,5702,Centene Corporation,Health Exchange,PPO-HIX,6337,Envolve Pharmacy Solutions
13104,202112,69606,Bright Health Tennessee PPO HIX,63834,Bright Health Tennessee HIX,66689,Bright Health,Health Exchange,PPO-HIX,5997,Elixir PBM
13104,202112,69607,BlueCross BlueShield of Tennessee Essential Plus  PPO HIX,63845,BCBS Tennessee Essential Plus HIX,7523,Blue Cross Blue Shield of Tennessee,Health Exchange,PPO-HIX,7504,Express Scripts PBM
